IDDate,CEtaCod2,IFRM0,IFRM1,IFRM2,IFRM3,IFRM4,IFRC0,IFRC1,IFRC2,IFRC3,IFRC4
565,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
566,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
567,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
568,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
569,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
570,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
571,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
572,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
573,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
574,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
575,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
576,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
577,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
578,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
579,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
580,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
581,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
582,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
583,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
584,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
585,8,1,9.61538461538461,18.8679245283019,1,1,1,4.3859649122807,5.37634408602151,1,1
308,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
309,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
310,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
311,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
312,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
313,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
314,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
315,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
316,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
317,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
318,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
319,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
320,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
321,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
322,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
323,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
324,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
325,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
326,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
327,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
328,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
329,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
330,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
331,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
332,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
333,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
334,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
335,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
336,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
337,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
338,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
339,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
340,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
341,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
342,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
343,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
344,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
345,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
346,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
347,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
348,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
349,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
350,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
351,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
352,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
353,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
354,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
355,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
356,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
357,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
358,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
359,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
360,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
361,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
362,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
363,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
364,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
365,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
366,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
367,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
368,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
369,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
370,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
371,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
372,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
373,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
374,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
375,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
376,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
377,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
378,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
379,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
380,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
381,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
382,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
383,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
384,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
385,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
386,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
387,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
388,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
389,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
390,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
391,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
392,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
393,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
394,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
395,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
396,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
397,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
398,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
399,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
400,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
401,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
402,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
403,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
404,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
405,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
406,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
407,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
408,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
409,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
410,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
411,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
412,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
413,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
414,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
415,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
416,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
417,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
418,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
419,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
420,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
421,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
422,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
423,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
424,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
425,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
426,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
427,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
428,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
429,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
430,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
431,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
432,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
433,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
434,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
435,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
436,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
437,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
438,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
439,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
440,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
441,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
442,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
443,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
444,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
445,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
446,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
447,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
448,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
449,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
450,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
451,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
452,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
453,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
454,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
455,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
456,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
457,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
458,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
459,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
460,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
461,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
462,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
463,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
464,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
465,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
466,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
467,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
468,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
469,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
470,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
471,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
472,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
473,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
474,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
475,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
476,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
477,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
478,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
479,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
480,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
481,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
482,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
483,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
484,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
485,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
486,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
487,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
488,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
489,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
490,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
491,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
492,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
493,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
494,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
495,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
496,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
497,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
498,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
499,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
500,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
501,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
502,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
503,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
504,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
505,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
506,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
507,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
508,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
509,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
510,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
511,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
512,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
513,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
514,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
515,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
516,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
517,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
518,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
519,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
520,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
521,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
522,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
523,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
524,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
525,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
526,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
527,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
528,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
529,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
530,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
531,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
532,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
533,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
534,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
535,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
536,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
537,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
538,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
539,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
540,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
541,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
542,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
543,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
544,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
545,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
546,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
547,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
548,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
549,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
550,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
551,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
552,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
553,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
554,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
555,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
556,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
557,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
558,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
559,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
560,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
561,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
562,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
563,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
564,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
565,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
566,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
567,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
568,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
569,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
570,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
571,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
572,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
573,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
574,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
575,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
576,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
577,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
578,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
579,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
580,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
581,9,1,4.44444444444444,19.6078431372549,1,1,1,2.48756218905473,6.993006993007,1,1
